"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"unsgquorumr01","UN-VC-EDCV","false","unsgquorumr01.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA Infrustructure - PRE ","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsgquorump01","UN-VC-EDCV","false","unsgquorump01.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA Infrastructure - PRD","PSU UIT Umoja Infrastructure Team ","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapp1eapp5","UN-VC-EDCV","false","unsapp1eapp5","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ECC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapp2sapp3","UN-VC-EDCV","false","unsapp2sapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA Solman - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapp1uapp1","UN-VC-EDCV","false","unsapp1uapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA IDM - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapd6j","UN-VC-EDCV","false","unsapd6j","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA Portal - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapd6e","UN-VC-EDCV","false","unsapd6e","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA ECC - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapr6jscs1","UN-VC-EDCV","false","unsapr6jscs1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA Portal - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-10486723792",""
"unsapr6rapp1","UN-VC-EDCV","false","unsapr6rapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA SRM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8450952357",""
"unsapp2dapp3","UN-VC-EDCV","false","unsapp2dapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA BODS - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-11396176406"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapt6j","UN-VC-EDCV","false","unsapt6j","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Training","UMOJA","UMOJA Portal - TRG","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8531909927",""
"unsapp2s","UN-VC-EDCV","false","unsapp2s","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA Solman - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapp1rapp2","UN-VC-EDCV","false","unsapp1rapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA SRM - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapr6rscs","UN-VC-EDCV","false","unsapr6rscs","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA SRM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8450952357",""
"unsaprww","UN-VC-EDCV","false","unsaprww","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA SLT - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapq6w","UN-VC-EDCV","false","unsapq6w","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","UMOJA BW - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-12106387879"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"Template-UMOJA-HD80GB-2ifaces-SAP_NON_PROD-R8.10-64B","UN-VC-EDCV","false","increaseSpace.umoja.un.org","Powered Off","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","-","-","-","-","-","-","-","-","-",""
"unsapp1vscs1","UN-VC-EDCV","false","unsapp1vscs1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ASCS Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapd6d","UN-VC-EDCV","false","unsapd6d","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA BODS - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-10868428126"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapr6zapp2","UN-VC-EDCV","false","unsapr6zapp2.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction ","UMOJA","UMOJA Redwood - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unhanadev02a","UN-VC-EDCV","false","unhanadev02a","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11917525596"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapp1lapp2","UN-VC-EDCV","false","unsapp1lapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA SLT - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapp1wapp4","UN-VC-EDCV","false","unsapp1wapp4","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA BW - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unhanadev03a","UN-VC-EDCV","false","unhanadev03a","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11917525596"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapr6ms","UN-VC-EDCV","false","unsapr6ms","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA MDM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-10463654338",""
"unsaprwe6","UN-VC-EDCV","false","unsaprwe6","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA ECC - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8452120397",""
"unsapr6dapp3","UN-VC-EDCV","false","unsapr6dapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA BODS - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11195555075"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapq6e","UN-VC-EDCV","false","unsapq6e","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","UMOJA ECC - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapp1eapp8","UN-VC-EDCV","false","unsapp1eapp8","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ECC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsaprwr6","UN-VC-EDCV","false","unsaprwr6","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA SRM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8454858099",""
"unsappww","UN-VC-EDCV","false","unsappww","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA WebDisp Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapccdapp1","UN-VC-EDCV","false","unsapccdapp1.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)"," Development "," UMOJA ","UMOJA - DEV"," ICC-UMOJA-SAP "," PSU UIT Umoja Infrastructure Team "," Leasing "," OICT ","-","-",""
"unsappwp","UN-VC-EDCV","false","unsappwp","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA WebDisp Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapq6t","UN-VC-EDCV","false","unsapq6t","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","UMOJA TM - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unhanasbx01a","UN-VC-EDCV","false","unhanasbx01a","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-12035157204"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unhanad6h","UN-VC-EDCV","false","unhanad6h","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-12096797457"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsaps6d","UN-VC-EDCV","false","unsaps6d","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA BODS - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-10496889125"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapt6wapp1","UN-VC-EDCV","false","unsapt6wapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Training","UMOJA","UMOJA BW - TRG","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8599129724",""
"unsapr6eapp3","UN-VC-EDCV","false","unsapr6eapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA ECC - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-10686824716",""
"unsaps6e","UN-VC-EDCV","false","unsaps6e","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA ECC - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8831166098",""
"unsapp1papp2","UN-VC-EDCV","false","unsapp1papp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA PI - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapr1papp2","UN-VC-EDCV","false","unsapr1papp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA PI - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsaps6v","UN-VC-EDCV","false","unsaps6v","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA EM - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-12080936559"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapp1cscs1","UN-VC-EDCV","false","unsapp1cscs1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ASCS Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapr6vapp2","UN-VC-EDCV","false","unsapr6vapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA EM - PRE ","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapr6dapp2","UN-VC-EDCV","false","unsapr6dapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA BODS - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11195555075"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsaprwc6","UN-VC-EDCV","false","unsaprwc6","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA CRM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapp1vapp1","UN-VC-EDCV","false","unsapp1vapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA EM - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapp1eapp3","UN-VC-EDCV","false","unsapp1eapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ECC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapcppapp1","UN-VC-EDCV","false","unsapcppapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA IBP - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsybasesbx","UN-VC-EDCV","false","unsybasesbx","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-12092151509"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapscsr2","UN-VC-EDCV","false","unsapscsr2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA ASCS Server - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"MINUSCA-ISE-04","UN-VC-EDCV","false","none","Powered Off","none","Red Hat Enterprise Linux 8 (64-bit)","-","-","-","-","-","-","-","-","-",""
"unsaprwp","UN-VC-EDCV","false","unsaprwp","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA WebDisp Server - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapscsr6t","UN-VC-EDCV","false","unsapscsr6t","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA TM - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8470744839",""
"unhanaqas02a","UN-VC-EDCV","false","unhanaqas02a","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11800182958"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapccpapp1","UN-VC-EDCV","false","unsapccpapp1.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA - PRD","ICC-UMOJA-SAP"," PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsaps5w","UN-VC-EDCV","false","unsaps5w","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapr1fapp1","UN-VC-EDCV","false","unsapr1fapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA Fiori - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapcppapp2","UN-VC-EDCV","false","unsapcppapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA IBP - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
