VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
UNIFIL-B-DC,bdsvi-p-pve-04,Production,PSU HCO Hybrid Cloud Operations,10.130.204.10,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,420641f5-bff8-d62f-fa07-6f2cbcfe29cd,Active Directory,Active Directory Domain Services,Removed
DFS-HUB-DC04,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.207.101,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42064246-3da1-65ec-331c-c4270e9047cd,Active Directory,Active Directory Domain Services,Removed
DFS-CTRSQL-01,bdsvi-p-pve-13,Production,CSDS SSU - Solutions and Support Unit,10.129.75.190,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42064277-a6ee-ea55-0ee1-db34de7f7ce7,Contract Performance Reporting Tool,CTR - Green,Removed
DFS-LFP-01,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.201.104,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42064503-10fe-2575-c861-e506f7c855de,VMware Technical Account Manager,TAM Manager,Removed
DFS-GINATRKG-01,bdsvi-p-pve-14,Production,NSU Digital Radio Support Team (DRST),10.130.201.66,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206466c-c2d1-f533-32ac-61173b5f3b87,gina,GINA - PRD,Removed
MINURSO-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.31,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,420647de-e77a-e724-02c2-0c468ee126aa,Active Directory,Active Directory Domain Services,Removed
SP19-G-SQL-61,bdsvi-p-pve-02,Preproduction,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,420647ef-f0ed-0d98-e6ca-e9d0b093570d,Peacekeeping Capability Readiness System (PCRS),SPaaS 2019 - PRE,Removed
UNDSS-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.58,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42064880-f30c-6442-c47a-6731f55d92b1,Active Directory,Active Directory Domain Services,Removed
DFS-HUB-DC02,bdsvi-p-pve-11,Production,PSU HCO Hybrid Cloud Operations,10.130.207.99,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42064aa1-6fc8-c7e2-a430-edbc952ccb7a,Active Directory,Active Directory Domain Services,Removed
UNLB-NPOINT-03,bdsvi-p-pve-10,Production,NSU Satellite Engineering Support Team,10.130.222.159,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42064aa3-5eda-f7da-1a6c-b543d93a56ca,NewPoint,NewPoint - PRD,Removed
UNSBV-B-DC,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.204.11,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42064e42-8823-9ef4-b608-5724f87631de,Active Directory,Active Directory Domain Services,Removed
NTBOX-P-DB-03,vlcvi-p-pve-06,Unknown,IOS NSU - Network Support Unit,Unknown,Valencia,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42064eae-646d-2e8a-e388-16e4277040a1,Netbox,Netbox - PRD,Removed
DFS-SCCMPS-03,bdsvi-p-pve-10,Unknown,RMSU OT - Operations Team,10.130.222.30,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42065052-6dc8-4eee-824a-6361eea86289,SCCM,SCCM - PRD,Removed
SP19-R-SQL-52,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.129.76.18,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,"N/A, Linux",No,4206542c-256f-a1cd-534e-a4633c778de7,Peacekeeping Capability Readiness System (PCRS),SPaaS 2019 - PRD,Removed
DFS-LEGAT8-04,bdsvi-p-pve-11,Preproduction,PSU HCO Hybrid Cloud Operations,10.130.214.95,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42065632-10cd-a521-38e5-aaae145012f5,EMC Networker,BRM Backup,Removed
FRIM-P-NS-01,bdsvi-p-pve-14,Unknown,IOS DTSU - Digital Technologies Support Unit,10.130.222.52,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42065690-f99e-812e-3478-2c605529357d,FRIM,FRIM - AP - PRD,Removed
UNSOS-B-DC01,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.204.64,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42065893-9cbc-3537-f10a-5899f0d9b682,Active Directory,Active Directory Domain Services,Removed
DFS-NNM-03,bdsvi-p-pve-06,Unknown,IOS NSU - Network Support Unit,10.130.222.84,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206595b-100d-1895-69bd-20daa06914d0,HP NNMi,NNMi,Removed
LPTS-P-APP-02,bdsvi-p-pve-13,Production,NSU Satellite Engineering Support Team,10.130.207.71,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,Yes,Yes,42065a9f-96d0-ce87-d202-b5f71a952ed0,Spectrum Analyzer,LPT - PRD,Removed
DFS-APPINT-11,bdsvi-p-pve-01,Unknown,Unknown,Unknown,Brindisi,Unknown,Unknown,Unknown,Proxmox,Completed,Yes,Yes,Yes,42065dcc-a7d9-3a1d-09f8-94ed9f988864,Software Lifecycle Tracking Tool,ALM - PRE,Removed
DNS-EXT1,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.207.161,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42065dff-5f0b-a6d6-4201-3f9463b17633,Active Directory,Domain Name Server,Removed
UNSCOL-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.19,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42065fc6-e308-b034-e7e8-cb8bfbae264a,Active Directory,Active Directory Domain Services,Removed
DFS-ISUFS-01,bdsvi-p-pve-14,Unknown,ICT Security Service,10.130.221.236,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206653b-817d-3ec0-db79-ce01f96df157,file server,File Server CyberSecurity - PRD,Removed
DFS-HUBFSW-01,bdsvi-p-pve-11,Production,PSU HCO Hybrid Cloud Operations,10.130.207.90,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206665b-a2ce-417a-79b3-7271f5230418,file share witness server,FSW Management,Removed
MONUSCO-B-DC,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.204.50,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,420668f1-02b9-8888-4f79-59a7991aa607,Active Directory,Active Directory Domain Services,Removed
MEM-P-APP-01,bdsvi-p-pve-06,Production,IOS RMSU - Remote Mission Support Unit,10.130.206.24,Brindisi,Unknown,Windows Server 2019,RMSU OT - Operations Team,Proxmox,Completed,Yes,Yes,Yes,42066aa3-7698-c6d2-b62d-09e0ba77405d,Microsoft Endpoint Manager,MEM - PRD,Removed
DFS-EXCMUL-003,bdsvi-p-pve-14,Production,UNGSC MEG Messaging,10.130.235.5,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42066b6a-9110-7843-0999-4f8d50d7ba5d,Exchange On-prem,Exchange Witness - PRD,Removed
DFS-GINATRDB-01,bdsvi-p-pve-14,Production,NSU Digital Radio Support Team (DRST),10.130.214.34,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42066c60-9ad4-32ba-415c-fe8441e0fa58,gina,GINA - PRD,Removed
DFS-CMDB-21,bdsvi-p-pve-02,Development,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42066ccf-de53-35ea-271f-9711de4c0d53,HP uCMDB,uCMDB - DEV,Removed
UNOWAS-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.48,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42066e94-1286-e395-3550-26c0ef0b81f2,Active Directory,Active Directory Domain Services,Removed
FRIM-P-DB-01,bdsvi-p-pve-11,Production,IOS DTSU - Digital Technologies Support Unit,10.130.200.23,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42066ea9-d6ca-0716-c98b-0231909501ff,FRIM,FRIM - PRD,Removed
DFS-SCCMSQL-01,bdsvi-p-pve-05,Production,RMSU OT - Operations Team,10.130.222.31,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42066f96-44d6-90a5-2138-4b08628aaba8,SCCM,SCCM - PRD,Removed
DFS-FSSIIS-36,bdsvi-p-pve-14,QA,UNGSC-ISD-IT- Operations,10.130.206.195,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42067090-d635-1e3b-c853-f49358f351fe,FSS - Field Support Suite,FSS - QA,Removed
DFS-GISVM-03,bdsvi-p-pve-13,Production,CSDS SSU - Solutions and Support Unit,10.130.206.183,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206721d-9e4d-e780-62e5-03250b6e20f2,ArcMAP,ArcMap - PRD,Removed
DFS-VPNRAS-03,bdsvi-p-pve-11,Production,RMSU OT - Operations Team,10.129.80.8,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,420673f7-c3d6-75b1-4abd-5da4433ef827,aovpn service,VPN Remote Portal - PRD,Removed
UNOAU-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.53,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,420673f9-eba9-36e8-a981-cf0f1d8b50b5,Active Directory,Active Directory Domain Services,Removed
DFS-CARUIIS-01,bdsvi-p-pve-05,Production,Database Services Support (BSC-ASU-DS),10.130.201.38,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42067624-66f5-4e83-fda2-6c4b2e1f29e0,Carlog-Umoja,Carlog-Umoja-PRD,Removed
DFS-VPNRAS-02,bdsvi-p-pve-11,Production,RMSU OT - Operations Team,10.129.80.7,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,4206789d-a409-11f9-7957-537e60b6a7bb,aovpn service,VPN Remote Portal - PRD,Removed
DFS-WAVEMGMT-01,bdsvi-p-pve-06,Production,NSU Digital Radio Support Team (DRST),10.130.201.250,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,420679f6-9626-4390-7f71-117357b83a33,tetra wave,TETRA WAVE - PRD,Removed
DFS-WEBDRIVE-01,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.201.119,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42067ca9-6a79-a0e1-0d60-972cf8198a66,file sharing - ftp,FTP WebDrive,Removed
DFS-CTRAPP-11,bdsvi-p-pve-15,Preproduction,CSDS SSU - Solutions and Support Unit,10.130.197.233,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42067fec-7079-d9d2-cbc5-d76b26e66ddd,Contract Performance Reporting Tool,CTR - Blue,Removed
DFS-HUB-DNS02,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.207.97,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42068207-b0d5-7ba2-6ae7-ebc93cfedeee,Active Directory,Active Directory Domain Services,Removed
DFS-CTRSQL-02,bdsvi-p-pve-11,Production,CSDS SSU - Solutions and Support Unit,10.129.75.191,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42068276-6acb-4217-08b0-a3829d5fdcf5,Contract Performance Reporting Tool,CTR - Green,Removed
DFS-CMDBSQL-21,bdsvi-p-pve-02,Development,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42068459-133a-fe5d-1796-77e71a1a59cf,HP uCMDB,uCMDB - DEV,Removed
DFS-NSUMGMT-01,bdsvi-p-pve-04,Unknown,IOS NSU - Network Support Unit,10.130.222.46,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206850d-1f88-9a12-c3cf-9a3288270bfb,network management tools,Network Connectivity,Removed
DFS-WAVEPRXY-01,bdsvi-p-pve-06,Production,NSU Digital Radio Support Team (DRST),10.130.201.251,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206853b-bb30-1439-4869-b4ccf4361075,tetra wave,TETRA WAVE - PRD,Removed
DFS-DCTAPP-11,bdsvi-p-pve-13,Preproduction,DOS MDM Team,10.130.206.171,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,420685c1-c1ff-0f4e-b436-403935bfd7f6,physical inventory reconciliation and optimization,Physical Servers,Removed
UNSCO-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.21,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,420687a6-75ab-1e71-924a-36199df7b98e,Active Directory,Active Directory Domain Services,Removed
DFS-VOIFTP-01,bdsvi-p-pve-06,Unknown,RMSU NT Network Team,10.130.222.138,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42068a12-2205-d154-7408-ccfb1ec966a8,ftp - voice over ip,FTP VoIP - PRD,Removed
DFS-CTRSQL-11,bdsvi-p-pve-10,Preproduction,CSDS SSU - Solutions and Support Unit,10.129.75.194,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42068a47-237c-27ba-9e9b-348c0af04d0f,Contract Performance Reporting Tool,CTR - Blue,Removed
GSCFS-P-WDAV-02,bdsvi-p-pve-11,Production,PSU HCO Hybrid Cloud Operations,10.130.213.15,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42068c35-c938-a268-a1f5-b32412c2b55d,webdav,Webdrive - PRD,Removed
DFS-CARUSQL-11,bdsvi-p-pve-03,Preproduction,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42068c96-5461-e4bf-fca7-0ce1e0870e9f,Carlog-Umoja,Carlog-Umoja-PRE,Removed
DFS-OIOSI-01,bdsvi-p-pve-14,Unknown,CSDS SSU - Solutions and Support Unit,10.130.219.215,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42068cb0-d74e-d54e-5b8d-9896bb7c3aa6,file sharing - sftp,SFTP OIOSI,Removed
DFS-FSSIIS-34,bdsvi-p-pve-06,QA,UNGSC-ISD-IT- Operations,10.130.206.193,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42068d91-4286-d949-27b5-19424dfdd952,FSS - Field Support Suite,FSS - QA,Removed
DFS-MEAPAPP-11,bdsvi-p-pve-10,Preproduction,Application Support (BSC-ASU-APP),10.130.197.53,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42068f57-dbd4-8581-a4b7-ff289d3c72eb,Unite FRIM MEAP Automation Solution,MEAP - Blue,Removed
DFS-VCCM-01,bdsvi-p-pve-06,Unknown,NSU Video Conference Team,10.130.201.83,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42068ff5-6d46-7224-7e50-95c652bc1514,Video Conference Control Manager (VCCM),VCCM - GSC,Removed
DFS-EXCMUL-004,bdsvi-p-pve-14,Production,UNGSC MEG Messaging,10.130.235.6,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,420690af-d63c-be4f-0270-a8a2cb3c1eea,Exchange On-prem,Exchange Witness - PRD,Removed
DFS-LEGAT9-01,bdsvi-p-pve-02,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206913c-b176-43d0-6e9f-3851d0782cca,EMC Networker,BRM Backup,Removed
DFS-DCNMSAN-01,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.222.83,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,420691a8-52e5-2ebe-afba-07687d0376d6,Cisco Data Center Network Manager (DCNM),DCNM,Removed
DFS-HUB-NTP01,bdsvi-p-pve-13,Unknown,PSU HCO Hybrid Cloud Operations,10.130.207.111,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,420694a5-9ed1-3f8a-ce41-6631023cbb74,Active Directory,NTP Service,Removed
VTTLK-E-APP-01,bdsvi-p-pve-02,Unknown,Application Support (BSC-ASU-APP),Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206954e-9db1-6b31-c1c3-a8ec25533453,UN Vector Tiles,UNVT - PRE,Removed
DFS-NBMS-01,bdsvi-p-pve-04,Unknown,PSU HCO Hybrid Cloud Operations,10.130.222.140,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42069599-e338-c3e8-3257-152810562a02,symantec netbackup,DR NBU,Removed
MINUSCA-B-DC,bdsvi-p-pve-04,Production,PSU HCO Hybrid Cloud Operations,10.130.204.57,Brindisi,DOS,Windows Server 2022,PSU IIG Identity Infrastructure Group,Proxmox,Unknown,Unknown,Unknown,Unknown,420696a1-b06f-b6dc-b5b0-859ebcfce081,Active Directory,Active Directory Domain Services,Removed
DFS-ARSSQL-01,bdsvi-p-pve-06,Production,Database Services Support (BSC-ASU-DS),10.130.222.181,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,420696f2-a501-e1af-d1d4-c9fdc8d9990d,Alert reporting system,ARS - PRD,Removed
UNSMIS-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.9,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42069764-deff-31d5-2dcd-ac4ce67e389f,Active Directory,Active Directory Domain Services,Removed
DFS-GISVM-02,bdsvi-p-pve-14,Production,CSDS SSU - Solutions and Support Unit,10.130.206.182,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42069838-f77d-ec32-0da6-9288a2d7b74b,ArcMAP,ArcMap - PRD,Removed
DFS-FSSIIS-32,bdsvi-p-pve-14,QA,UNGSC-ISD-IT- Operations,10.130.206.191,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,420698e6-51c3-c940-1d24-ca51f8b6f413,FSS - Field Support Suite,FSS - QA,Removed
DFS-HARBOR-01,bdsvi-p-pve-04,Unknown,PSU HCO Hybrid Cloud Operations,10.130.222.114,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42069b27-5dc2-067c-609d-a2f3529f5662,Harbor,Harbor,Removed
DFS-EMARES-02,bdsvi-p-pve-10,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42069b6d-791e-411c-5d76-aa63e8ef2812,EMC Networker,BRM Backup,Removed
UNOCA-B-DC,bdsvi-p-pve-10,Production,PSU HCO Hybrid Cloud Operations,10.130.204.18,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42069bff-994c-3f39-6a09-b64a05cec2c5,Active Directory,Active Directory Domain Services,Removed
DFS-LOGWEB-01,bdsvi-p-pve-06,Unknown,PSU HCO Hybrid Cloud Operations,10.130.222.188,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42069c82-2eb0-d1c1-295d-5f9a14886716,Event Log Management,EM Kibana,Removed
UNESB-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.26,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42069cb8-b7b3-7af9-dd1e-3a8a0a950f1e,Active Directory,Active Directory Domain Services,Removed
DNS-EXT3,bdsvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.207.163,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42069d82-5c0c-8f9b-5fc1-10823ebf7754,Active Directory,Domain Name Server,Removed
UNTSO-B-DC,bdsvi-p-pve-10,Production,PSU HCO Hybrid Cloud Operations,10.130.204.27,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42069e59-bfe5-31db-11cc-f07c5635ff61,Active Directory,Active Directory Domain Services,Removed
DFS-LEGAT8-01,bdsvi-p-pve-06,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42069efa-9ceb-5a0a-ab5f-b079757304a2,EMC Networker,BRM Backup,Removed
DFS-LOGBROKR-02,bdsvi-p-pve-13,Unknown,PSU HCO Hybrid Cloud Operations,10.130.222.182,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4206a018-eefc-4a84-d1a6-61f97f1e0b8d,Event Log Management,EM Logstash collector,Removed
DFS-CARUSQL-01,bdsvi-p-pve-14,Production,Database Services Support (BSC-ASU-DS),10.130.200.66,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,4206a102-561e-3f86-ac58-38edece9c1bf,Carlog-Umoja,Carlog-Umoja-PRD,Removed
DFS-MEAPSQL-11,bdsvi-p-pve-06,Preproduction,Database Services Support (BSC-ASU-DS),10.129.75.88,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,4206a26f-f364-4615-7a20-b392a496915c,Unite FRIM MEAP Automation Solution,MEAP - Blue,Removed
DFS-LEGAT8-06,bdsvi-p-pve-11,Preproduction,PSU HCO Hybrid Cloud Operations,10.130.214.108,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206a6ab-f7fa-ec73-05b0-b43c6a5abbc3,EMC Networker,BRM Backup,Removed
DFS-LEGAT8-02,bdsvi-p-pve-11,Unknown,PSU HCO Hybrid Cloud Operations,10.130.214.103,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206a6e4-7a4e-18c9-b6cf-60e652ea0a63,EMC Networker,BRM Backup,Removed
DFS-MEAPAPP-01,bdsvi-p-pve-06,Production,Application Support (BSC-ASU-APP),10.130.197.55,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206a93b-3ab9-753a-bba2-aa4832fb48b6,Unite FRIM MEAP Automation Solution,MEAP - Green,Removed
DFS-MEAPAPP-02,bdsvi-p-pve-10,Production,Application Support (BSC-ASU-APP),10.130.197.56,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4206a976-bff9-ac1f-9eff-37abaa80fb22,Unite FRIM MEAP Automation Solution,MEAP - Green,Removed
DFS-LOGINDEX-03,bdsvi-p-pve-14,Unknown,PSU HCO Hybrid Cloud Operations,10.130.222.185,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4206aad3-9064-7c86-a978-f3f8ffc054ab,Event Log Management,EM Elasticsearch,Removed
UNSMIL-B-DC,bdsvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.204.17,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4206abeb-c143-069a-a64d-5e9c897045dc,Active Directory,Active Directory Domain Services,Removed
DFS-MDS-03,bdsvi-p-pve-05,Unknown,Unknown,Unknown,Brindisi,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,4206acbb-4a54-cae3-7725-6fba33ec2d54,Check Point,CheckPoint - PRD,Removed
