VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
AD-P-DLS-017,GLOBAL-PROD-ACI-51,Production,OICT,10.130.5.106,Brindisi,OICT,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033ddb8-dbf4-4728-539e-5f9c5ce1bb40,Active Directory,OICT Active Directory,Existing
UN-SWIFT-P-DB-007,GLOBAL-PROD-51,Production,Treasury Business Applications,"10.130.4.72, 10.130.4.22, 10.130.4.46, 10.130.4.111",Brindisi,OICT,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033de32-5fa9-1259-df76-1332601a62b7,SWIFT,OICT Swift,Existing
UNSAPPWW,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.6.200,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033de94-914b-ce0c-0a1b-b4b701c7a0b5,UMOJA,UMOJA WebDisp Server - PRD,Existing
UN-UDOCS-P-CPE-002,GLOBAL-PROD-51,Production,OICT,10.130.3.61,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033dea5-c2b1-2f51-9e38-0223c3a07acf,OICT Unite Docs,OICT Unite Docs,Existing
UN-MPM-P-DB-002,GLOBAL-PROD-51,Production,Unknown,10.130.4.62,Brindisi,OICT,RHEL 7,Unknown,VMware,Partial,Yes,"N/A, Linux",No,5033df36-ac43-ed89-d69c-630dd818d1b6,Unknown,Unknown,Existing
CSSTH-P-ESRC-06,GLOBAL-PROD-51,Production,ICT Security Service,10.129.63.37,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,5033dfad-c669-0906-2a15-09d09294ed0d,Global Threat Hunting Solution,OICT-CSS-TH,Removed
VAVM1179,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.179,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033dfe1-a090-5537-76fd-0d2b51e320c6,UMOJA Access layer,UAL - XenApp,Existing
UNSAPP1JAPP4-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.24,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033e066-624d-b96f-a197-b61934a90d24,UMOJA,UMOJA Portal - PRD,Removed
AD-P-DLS-402,GLOBAL-PROD-ACI-51,Production,OICT,10.130.5.145,Brindisi,OICT,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033e075-42cf-3b81-da61-011b37c88844,Active Directory,OICT Active Directory,Existing
UNSAPQ6R,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.225,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033e0b0-be3a-2173-297f-0a4032151d2b,UMOJA,UMOJA SRM - QA,Existing
UNSAPQ6J,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.240,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033e0d1-14ae-1a39-461e-bf2b485ab88d,UMOJA,UMOJA Portal - QA,Existing
SPUM-U-IIS-001,GLOBAL-PROD-51,Preproduction,Unknown,10.129.20.78,Brindisi,OICT,Windows Server 2019,Unknown,VMware,Partial,No,Yes,Yes,5033e19b-a5a5-a4e9-8a96-7fdac1d3213f,Unknown,Unknown,Existing
UNSAPP1WAPP3-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.6.202,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033e2b7-ad89-e474-f101-46c5628f1d95,Unknown,Unknown,Removed
UAL-P-RDLIC-01,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.37.41,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e2e9-b4a9-1cc9-a1dc-5175ebc4bbc3,UMOJA Access layer,UAL - Infrastructure,Existing
SPUM-P-APP-002,GLOBAL-PROD-51,Production,OICT MEG Collaboration,10.130.3.67,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,5033e3f1-8e92-0f68-1cd7-8218aae96e64,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - PRD,Existing
VAVM1078,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.95,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e41a-5ac1-39ca-4630-e918c0cf3853,UMOJA Access layer,UAL - XenApp,Existing
UNSAPSACDEV2,UMOJA-V-APP-NONPROD,Development,ICC-UMOJA-SAP,10.129.11.66,Valencia,OICT,Windows Server 2016,PSU UIT Umoja Infrastructure Team,VMware,Completed,Yes,Yes,Yes,5033e48c-6161-0783-936d-f282ce2328eb,UMOJA,UMOJA SAC - DEV,Existing
VAVM1063,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.80,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e51c-fd3d-7861-3b93-834a35e0b89a,UMOJA Access layer,UAL - XenApp,Existing
VAVM1061,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.78,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e52f-fe56-4794-8863-b419dceecde9,UMOJA Access layer,UAL - XenApp,Existing
UNSAPSCSP1-R810,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.226,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Unknown,Unknown,Unknown,Unknown,5033e63a-7f8e-b798-8d00-ee49f572810c,UMOJA,UMOJA ASCS Server - PRD,Removed
UN-UAL-P-XEN-119,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.169,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e67e-3060-0c8c-fd17-e1d4dc9eafac,UMOJA Access layer,UAL - XenApp,Existing
UN-UDOCS-P-SRCH-003,GLOBAL-PROD-51,Production,OICT,10.130.3.114,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033e69d-b670-5871-5290-bb25b9d365c2,OICT Unite Docs,OICT Unite Docs,Existing
VAVM1189,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.189,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e6e0-01e3-6b17-5eed-5f066fde1f5c,UMOJA Access layer,UAL - XenApp,Existing
VAVM1055,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.72,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e759-2bd5-ec47-ffd0-a5ab73398eba,UMOJA Access layer,UAL - XenApp,Existing
UNSAPD1P-R810,UMOJA-V-APP-NONPROD,Development,ICC-UMOJA-SAP,10.129.11.11,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Unknown,Unknown,Unknown,Unknown,5033e7c5-770a-98fa-4df4-e0567e05f61a,UMOJA,UMOJA PI - DEV,Removed
UNFS01,UMOJA-V-APP-PROD,Production,PSU UIT Umoja Infrastructure Team,10.130.22.15,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033e7d9-468f-d6e7-c721-57f73073c383,UMOJA,UMOJA Infrastructure - PRD,Existing
UNSAPPWR-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.44,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033e7ea-0b81-90bc-51e0-b846db40eb73,UMOJA,UMOJA WebDisp Server - PRD,Removed
VAVM1038,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.55,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033e809-e328-c786-bb0d-c5f8837da931,UMOJA Access layer,UAL - XenApp,Existing
UNSAPP1EAPP3-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.12,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033e83c-52b6-b11b-cb33-65f8501f5c00,Unknown,Unknown,Removed
UNSAPR6JAPP1-R810,UMOJA-V-APP-NONPROD,Preproduction,Unknown,10.129.11.95,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033e855-bc87-f476-6298-40ba1629c918,Unknown,Unknown,Removed
UNSAPSACQAS2,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.132,Valencia,OICT,Windows Server 2016,PSU UIT Umoja Infrastructure Team,VMware,Completed,Yes,Yes,Yes,5033e904-9eab-58e1-be70-8152f55a81d5,UMOJA,UMOJA SAC - QA,Existing
UNSAPR6JAPP2,UMOJA-V-APP-NONPROD,Preproduction,Unknown,10.129.11.100,Valencia,OICT,RHEL 8,Unknown,VMware,Partial,Yes,"N/A, Linux",No,5033e9a2-f0f7-dd09-5d2b-e9ef7d1f72f0,UMOJA,UMOJA Portal - PRE,Existing
VAVM1142,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.142,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033ea09-66ac-1c1c-60c6-c9bef4894c48,UMOJA Access layer,UAL - XenApp,Existing
HRSDD-P-SQL-01,GLOBAL-PROD-51,Production,NY HRSD team,10.130.4.4,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,5033ea11-6708-c805-74e4-093c3b7e959b,HRSD DOS,HRSD - PRD,Existing
UN-SPH-P-IIS-051,EDC-B-PRO-HA-01,Production,Unknown,10.130.131.162,Brindisi,OICT,Windows Server 2016,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033ea48-0c05-0e94-e461-a763bfc2ba5d,Hybrid Portal,OICT SP HYBRID PORTAL - PRD,Removed
CSSTH-P-ESRC-08,GLOBAL-PROD-51,Production,ICT Security Service,10.129.63.39,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,5033eaa7-26a7-5761-a5e4-3b8e316e80a8,Global Threat Hunting Solution,OICT-CSS-TH,Removed
UN-API-Q-CASCL-002,GLOBAL-PROD-51,QA,Database Services Support (BSC-ASU-DS),10.130.3.228,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033eb0a-b44e-5d41-b91f-0431f880b5f1,Enterprise Service Bus,ESB - QA,Existing
UNSAPRWR6-R810,UMOJA-V-APP-NONPROD,Preproduction,Unknown,10.129.11.230,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033eb40-6ce5-a399-1f30-af28920177b8,UMOJA,UMOJA SRM - PRE,Removed
UNSAPRWP-R810,UMOJA-V-APP-NONPROD,Preproduction,Unknown,10.129.11.202,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033ebd8-c25e-0523-1162-df9c1bea991a,UMOJA,UMOJA WebDisp Server - PRE,Removed
UNSAPCCQAPP2,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.21.136,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033ebf4-f445-1d0d-9534-f50781d176a9,UMOJA,UMOJA - QA,Existing
VEEAM-P-MGMT-01,UMOJA-V-APP-PROD,Production,PSU UIT Umoja Infrastructure Team,10.129.4.72,Valencia,UNGSC,Windows Server 2022,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,No,No,5033ece7-7000-24ba-e8c5-644f46e93f71,Veeam,UMOJA Veeam - PRD,Existing
UN-SCSL-Q-DB-001,GLOBAL-PROD-ACI-51,QA,EAC-NY,10.130.4.109,Brindisi,DPPA-SCAD,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033ed65-d1e5-e4ae-f090-1eb82a9019f1,SC Sanctions Lists,SC Sanctions Lists,Existing
UNSAPQ6Z,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.203,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033edf4-0ba1-5358-1e42-b4dc1f3a2572,UMOJA,UMOJA - QA,Existing
VAVM1139,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.139,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033ee95-3ae3-6274-a18b-5d89300ee056,UMOJA Access layer,UAL - XenApp,Existing
UNSAPP1EAPP6-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.15,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033ee98-eac5-9f37-7f7e-2d02ca58c6a3,Unknown,Unknown,Removed
UNSAPP1JAPP3-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.23,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033eee1-4b62-431b-e709-d11e020f0d84,UMOJA,UMOJA Portal - PRD,Removed
UNHANAQAS02A,UMOJA-V-HANA-TDI,QA,ICC-UMOJA-SAP,10.129.26.64,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033eef2-46ac-ed4e-0e95-fda08da8710c,UMOJA,HANA - TDI,Existing
VAVM1125,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.125,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033ef22-c6f4-156b-c4de-f7fc16aa5208,UMOJA Access layer,UAL - XenApp,Existing
VAVM1122,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.122,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033ef7e-118d-ccfd-8cf2-dba5c8ca3c5b,UMOJA Access layer,UAL - XenApp,Existing
UNSAPLRP,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.14,Valencia,OICT,Windows Server 2019,PSU UIT Umoja Infrastructure Team,VMware,Completed,Yes,Yes,Yes,5033f0fa-790c-fdef-f89f-95f2f3b261ef,UMOJA,UMOJA RoadRunner - QA,Existing
VAVM1118,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.118,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033f16c-70a6-bc33-6cac-5f62c7ea9209,UMOJA Access layer,UAL - XenApp,Existing
UNSAPT6J-R810,UMOJA-V-APP-NONPROD,Training,ICC-UMOJA-SAP,10.129.11.239,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Unknown,Unknown,Unknown,Unknown,5033f292-e03d-30a2-e165-15ba43988e52,UMOJA,UMOJA Portal - TRG,Removed
VAVM1197,GLOBAL-CITRIX-ACI-51,Unknown,PSU UAL Umoja Access Layer Tier 2,10.130.36.197,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033f298-081d-c356-ab68-0db5ba188643,UMOJA Access layer,UAL - XenApp,Existing
UNSAPT1P-R810,UMOJA-V-APP-NONPROD,Training,ICC-UMOJA-SAP,10.129.11.218,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Unknown,Unknown,Unknown,Unknown,5033f29d-cb1c-4fde-e408-642e1e9315fa,UMOJA,UMOJA PI - TRG,Removed
UN-UDOCS-P-SRCH-002,GLOBAL-PROD-51,Production,OICT,10.130.3.62,Brindisi,OICT,RHEL 6,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033f303-2c67-dd4d-d314-2c771126f1eb,OICT Unite Docs,OICT Unite Docs,Existing
SPUM-P-SQL-005,GLOBAL-PROD-51,Production,Database Services Support (BSC-ASU-DS),"10.130.4.41, 10.130.4.45",Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,5033f373-2c91-ff86-930a-b76ba0d1f347,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - PRD,Existing
CSSTH-P-ESRC-11,GLOBAL-PROD-51,Production,ICT Security Service,10.129.63.42,Brindisi,OICT,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,5033f43c-215a-fe2e-8bd7-43dced16f5a1,Global Threat Hunting Solution,OICT-CSS-TH,Removed
UNHANADEV03A,UMOJA-V-HANA-TDI,Development,ICC-UMOJA-SAP,10.129.26.62,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Unknown,Unknown,Unknown,Unknown,5033f489-2888-7d69-dfc8-d3d10db499b8,UMOJA,HANA - TDI,Existing
UNSAPPWE(SECONDARY),UMOJA-V-APP-PROD,Unknown,Unknown,Unknown,Valencia,OICT,Unknown / Other,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033f4d7-293f-6799-32ab-a81e48b74d26,Unknown,Unknown,Removed
SPUM-U-APP-001,GLOBAL-PROD-51,Preproduction,Unknown,10.129.20.76,Brindisi,OICT,Windows Server 2019,Unknown,VMware,Completed,Yes,Yes,Yes,5033f561-710e-0d24-81ff-431a84ae303b,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - PRE,Existing
SPH-Q-IIS-002,GLOBAL-PROD-51,Preproduction,OICT MEG Collaboration,10.129.20.87,Brindisi,OICT,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,5033f59a-20f7-7cf4-d1a0-48060d725bf3,Hybrid Portal,OICT SP Hybrid Portal - PRE,Removed
VAVM1127,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.127,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033f5f3-6e6d-3daa-915e-a373ce78d89e,UMOJA Access layer,UAL - XenApp,Existing
UNSAPSACPRD(SECONDARY),UMOJA-V-APP-PROD,Unknown,Unknown,Unknown,Valencia,OICT,Unknown / Other,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033f63f-eed3-6b87-5468-2a4250aa04c6,Unknown,Unknown,Existing
SPUM-P-IIS-001,GLOBAL-PROD-51,Production,OICT MEG Collaboration,10.130.3.68,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Partial,No,Yes,Yes,5033f684-6a3b-666f-424f-db1948dac707,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - PRD,Existing
UN-USH-D-WEB-001,GLOBAL-PROD-51,Development,Unknown,10.129.20.12,Brindisi,OICT,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033f726-a19d-5b31-16e0-3d42920cc6f8,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - DEV,Existing
UAL-P-PRXRH-02,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.37.43,Brindisi,OICT,RHEL 8,PSU UAL Umoja Access Layer Tier 2,VMware,Partial,Yes,"N/A, Linux",No,5033f748-6eeb-04d1-237f-d87ec94ae50b,UMOJA Access layer,UAL - Infrastructure,Existing
UN-UAL-P-XEN-116,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.166,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033f812-b487-fc40-f627-bb0804c94564,UMOJA Access layer,UAL - XenApp,Existing
UNSAPR6RAPP2-R810,UMOJA-V-APP-NONPROD,Preproduction,Unknown,10.129.11.228,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033f950-749c-4634-e76a-c84406aefa21,Unknown,Unknown,Removed
VAVM1049,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.66,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033f99a-8ef7-fc1c-7a69-56468e76c3fa,UMOJA Access layer,UAL - XenApp,Existing
UN-SPH-P-SRC-051,EDC-B-PRO-HA-01,Production,Unknown,10.130.131.182,Brindisi,OICT,Windows Server 2016,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fa2b-f668-c575-00aa-b95d2c7194bc,Hybrid Portal,OICT SP HYBRID PORTAL - PRD,Removed
UNSAPSCSP2-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.47,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fa3a-9880-fae8-d66c-0586b32be5b7,UMOJA,UMOJA ASCS Server - PRD,Removed
VAVM1044,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.61,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033fa6c-e7d9-e69b-07c5-0910e38d79f3,UMOJA Access layer,UAL - XenApp,Existing
UNSAPP1LAPP2-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.66,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fa84-097d-4b12-a73c-e4aea10f3eca,UMOJA,UMOJA SLT - PRD,Removed
UNSAPR6DAPP2,UMOJA-V-APP-NONPROD,Preproduction,ICC-UMOJA-SAP,10.129.11.252,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033fb75-5c5a-b88b-483f-b4e1c3e5ad36,UMOJA,UMOJA BODS - PRE,Existing
UNSAPP1TSCS1-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.53,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fb87-77dc-4379-da92-48f04b59db98,UMOJA,UMOJA ASCS Server - PRD,Removed
VAVM1146,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.36.146,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033fcbb-574c-380d-254e-d3889145c11c,UMOJA Access layer,UAL - XenApp,Existing
UN-USH-Q-DB-002,GLOBAL-PROD-51,QA,SharepointCoeSupport,10.129.20.201,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5033fd3c-3e6d-acf9-14b8-d77cdf2baab9,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - QA,Existing
UNSAPP1LAPP1-R810,UMOJA-V-APP-PROD,Production,Unknown,10.129.12.65,Valencia,OICT,RHEL 8,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fd73-0db3-6bce-b3da-0c04ac57680d,Unknown,Unknown,Removed
UAL-P-SF-02,GLOBAL-CITRIX-ACI-51,Production,PSU UAL Umoja Access Layer Tier 2,10.130.3.197,Brindisi,OICT,Windows Server 2019,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,5033fdb7-a826-fd1c-8f45-9b80add72e15,UMOJA Access layer,UAL - Infrastructure,Existing
UN-USH-D-APP-007,GLOBAL-PROD-51,Development,Unknown,10.129.20.13,Brindisi,OICT,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5033fdd8-fc49-b610-9b8e-be9738d481ca,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - DEV,Existing
UNSAPPRODSCM,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.32,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033fe26-fc0d-4067-3ef7-f837ae979ce3,UMOJA,UMOJA TM - PRD,Existing
UNSAPQ2F,UMOJA-V-APP-NONPROD,QA,ICC-UMOJA-SAP,10.129.11.35,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033ff74-f1ce-2903-ab0b-285d3e09912b,UMOJA,UMOJA - QA,Existing
UNSAPD6DAPP2,UMOJA-V-APP-NONPROD,Development,ICC-UMOJA-SAP,10.129.11.6,Valencia,OICT,RHEL 8,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5033ffc6-c947-295f-d81e-9302754de72e,UMOJA,UMOJA - DEV,Existing
UNSAPROUTER-BR,UMOJA-B-APP-PROD,Preproduction,ICC-UMOJA-SAP,10.130.164.80,Brindisi,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,5035155d-6044-d8f1-780e-ecfb8622df4a,UMOJA,UMOJA SAP Router - PRD,Existing
BDSVI-P-SKY-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.25,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50390bc6-ff23-2e44-2728-2cfc495545bc,VMWare Virtualization,VMware Skyline,Removed
BDSVI-P-SRM-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.98.15,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50390ef9-4ed2-a421-ea69-619d2aec4424,VMWare Virtualization,VMware SRM,Existing
BDSVI-P-LIS-03,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.102.13,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503923f1-ef14-3ce2-053e-ddf7798fdd1c,VMWare Virtualization,VMware Log Insight,Existing
